POA_CODE21,postcode,brand_name,percent_population_exposed,Tot_P_P,Tot_P_M,Tot_P_F,exposure_fraction,media_potential,persona_id,persona_label,persona_description
0820,0820,Bunnings Warehouse,15.082142857142857,19920.0,10001.0,9917.0,0.15082142857142858,16915.637142857144,6.0,Young Educated Households,"Postcodes with more adults aged 25–44 and higher school completion beyond Year 10, relative to the national postcode profile."
0820,0820,Chemist Warehouse,40.52339285714286,19920.0,10001.0,9917.0,0.4052339285714286,11847.740142857143,6.0,Young Educated Households,"Postcodes with more adults aged 25–44 and higher school completion beyond Year 10, relative to the national postcode profile."
0820,0820,Commonwealth Bank,20.844285714285714,19920.0,10001.0,9917.0,0.20844285714285715,15767.818285714286,6.0,Young Educated Households,"Postcodes with more adults aged 25–44 and higher school completion beyond Year 10, relative to the national postcode profile."
0820,0820,Harvey Norman,30.625357142857144,19920.0,10001.0,9917.0,0.30625357142857146,13819.428857142857,6.0,Young Educated Households,"Postcodes with more adults aged 25–44 and higher school completion beyond Year 10, relative to the national postcode profile."
0820,0820,JB Hi-Fi,12.127142857142857,19920.0,10001.0,9917.0,0.12127142857142857,17504.273142857142,6.0,Young Educated Households,"Postcodes with more adults aged 25–44 and higher school completion beyond Year 10, relative to the national postcode profile."
0820,0820,Kmart Australia,53.909642857142856,19920.0,10001.0,9917.0,0.5390964285714286,9181.199142857142,6.0,Young Educated Households,"Postcodes with more adults aged 25–44 and higher school completion beyond Year 10, relative to the national postcode profile."
0820,0820,Menulog,19.448571428571427,19920.0,10001.0,9917.0,0.19448571428571426,16045.844571428572,6.0,Young Educated Households,"Postcodes with more adults aged 25–44 and higher school completion beyond Year 10, relative to the national postcode profile."
0820,0820,Qantas Airways,23.245535714285715,19920.0,10001.0,9917.0,0.23245535714285714,15289.489285714286,6.0,Young Educated Households,"Postcodes with more adults aged 25–44 and higher school completion beyond Year 10, relative to the national postcode profile."
0820,0820,REA Group (realestate.com.au),14.869464285714287,19920.0,10001.0,9917.0,0.14869464285714287,16958.002714285714,6.0,Young Educated Households,"Postcodes with more adults aged 25–44 and higher school completion beyond Year 10, relative to the national postcode profile."
0820,0820,Telstra Mobile,23.864795918367346,19920.0,10001.0,9917.0,0.23864795918367346,15166.132653061226,6.0,Young Educated Households,"Postcodes with more adults aged 25–44 and higher school completion beyond Year 10, relative to the national postcode profile."
0820,0820,Toyota Australia,47.15410714285714,19920.0,10001.0,9917.0,0.47154107142857143,10526.901857142855,6.0,Young Educated Households,"Postcodes with more adults aged 25–44 and higher school completion beyond Year 10, relative to the national postcode profile."
0820,0820,Woolworths,40.20982142857143,19920.0,10001.0,9917.0,0.4020982142857143,11910.20357142857,6.0,Young Educated Households,"Postcodes with more adults aged 25–44 and higher school completion beyond Year 10, relative to the national postcode profile."
0822,0822,,,25304.0,12813.0,12493.0,,,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0828,0828,,,1697.0,863.0,836.0,,,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0829,0829,,,1963.0,1661.0,297.0,,,5.0,Younger Prime Working-Age Areas,"Younger-leaning postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0830,0830,Bunnings Warehouse,15.013571428571428,18501.0,9288.0,9211.0,0.1501357142857143,15723.33915,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0830,0830,Chemist Warehouse,33.85803571428571,18501.0,9288.0,9211.0,0.3385803571428571,12236.9248125,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0830,0830,Commonwealth Bank,10.2875,18501.0,9288.0,9211.0,0.102875,16597.709625,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0830,0830,Harvey Norman,28.79732142857143,18501.0,9288.0,9211.0,0.2879732142857143,13173.2075625,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0830,0830,JB Hi-Fi,18.050714285714285,18501.0,9288.0,9211.0,0.18050714285714287,15161.43735,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0830,0830,Kmart Australia,14.714285714285714,18501.0,9288.0,9211.0,0.14714285714285713,15778.710000000001,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0830,0830,Menulog,15.185535714285715,18501.0,9288.0,9211.0,0.15185535714285714,15691.5240375,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0830,0830,Qantas Airways,13.268035714285714,18501.0,9288.0,9211.0,0.13268035714285714,16046.280712499998,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0830,0830,REA Group (realestate.com.au),31.131428571428568,18501.0,9288.0,9211.0,0.31131428571428565,12741.3744,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0830,0830,Telstra Mobile,27.46928571428571,18501.0,9288.0,9211.0,0.2746928571428571,13418.90745,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0830,0830,Toyota Australia,64.70017857142857,18501.0,9288.0,9211.0,0.6470017857142857,6530.819962500001,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0830,0830,Woolworths,14.813214285714285,18501.0,9288.0,9211.0,0.14813214285714285,15760.407225,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0832,0832,,,18727.0,9140.0,9588.0,,,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0834,0834,,,1811.0,905.0,903.0,,,7.0,Established Learning Communities,"Postcodes with more adults aged 45–64 and higher school completion beyond Year 10, relative to the national postcode profile."
0835,0835,Bunnings Warehouse,14.808392857142858,3153.0,1620.0,1533.0,0.14808392857142857,2686.091373214286,7.0,Established Learning Communities,"Postcodes with more adults aged 45–64 and higher school completion beyond Year 10, relative to the national postcode profile."
0835,0835,Chemist Warehouse,14.909107142857142,3153.0,1620.0,1533.0,0.14909107142857142,2682.9158517857145,7.0,Established Learning Communities,"Postcodes with more adults aged 45–64 and higher school completion beyond Year 10, relative to the national postcode profile."
0835,0835,Commonwealth Bank,14.953571428571427,3153.0,1620.0,1533.0,0.14953571428571427,2681.5138928571428,7.0,Established Learning Communities,"Postcodes with more adults aged 45–64 and higher school completion beyond Year 10, relative to the national postcode profile."
0835,0835,Harvey Norman,29.287678571428568,3153.0,1620.0,1533.0,0.29287678571428566,2229.5594946428573,7.0,Established Learning Communities,"Postcodes with more adults aged 45–64 and higher school completion beyond Year 10, relative to the national postcode profile."
0835,0835,JB Hi-Fi,33.24785714285714,3153.0,1620.0,1533.0,0.3324785714285714,2104.6950642857146,7.0,Established Learning Communities,"Postcodes with more adults aged 45–64 and higher school completion beyond Year 10, relative to the national postcode profile."
0835,0835,Kmart Australia,15.197678571428572,3153.0,1620.0,1533.0,0.15197678571428572,2673.817194642857,7.0,Established Learning Communities,"Postcodes with more adults aged 45–64 and higher school completion beyond Year 10, relative to the national postcode profile."
0835,0835,Menulog,15.2475,3153.0,1620.0,1533.0,0.152475,2672.246325,7.0,Established Learning Communities,"Postcodes with more adults aged 45–64 and higher school completion beyond Year 10, relative to the national postcode profile."
0835,0835,Qantas Airways,9.082142857142857,3153.0,1620.0,1533.0,0.09082142857142857,2866.6400357142857,7.0,Established Learning Communities,"Postcodes with more adults aged 45–64 and higher school completion beyond Year 10, relative to the national postcode profile."
0835,0835,REA Group (realestate.com.au),37.613214285714285,3153.0,1620.0,1533.0,0.37613214285714286,1967.0553535714284,7.0,Established Learning Communities,"Postcodes with more adults aged 45–64 and higher school completion beyond Year 10, relative to the national postcode profile."
0835,0835,Telstra Mobile,23.844693877551023,3153.0,1620.0,1533.0,0.23844693877551024,2401.1768020408163,7.0,Established Learning Communities,"Postcodes with more adults aged 45–64 and higher school completion beyond Year 10, relative to the national postcode profile."
0835,0835,Toyota Australia,14.838035714285713,3153.0,1620.0,1533.0,0.14838035714285713,2685.1567339285716,7.0,Established Learning Communities,"Postcodes with more adults aged 45–64 and higher school completion beyond Year 10, relative to the national postcode profile."
0835,0835,Woolworths,34.082142857142856,3153.0,1620.0,1533.0,0.34082142857142855,2078.3900357142857,7.0,Established Learning Communities,"Postcodes with more adults aged 45–64 and higher school completion beyond Year 10, relative to the national postcode profile."
0836,0836,,,7597.0,3944.0,3651.0,,,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0837,0837,,,489.0,249.0,238.0,,,4.0,Established Traditional Households,"Postcodes with more adults aged 45–64 and a higher share of lower school completion, relative to the national postcode profile."
0838,0838,,,870.0,477.0,397.0,,,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0839,0839,,,510.0,243.0,266.0,,,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0840,0840,Bunnings Warehouse,58.40410714285714,457.0,262.0,195.0,0.5840410714285714,190.09323035714286,3.0,Traditional Older Communities,"Postcodes with more residents aged 65 and over and a higher share of lower school completion, relative to the national postcode profile."
0840,0840,Chemist Warehouse,15.061071428571427,457.0,262.0,195.0,0.15061071428571426,388.1709035714286,3.0,Traditional Older Communities,"Postcodes with more residents aged 65 and over and a higher share of lower school completion, relative to the national postcode profile."
0840,0840,Commonwealth Bank,11.092857142857143,457.0,262.0,195.0,0.11092857142857143,406.30564285714286,3.0,Traditional Older Communities,"Postcodes with more residents aged 65 and over and a higher share of lower school completion, relative to the national postcode profile."
0840,0840,Harvey Norman,26.95660714285714,457.0,262.0,195.0,0.2695660714285714,333.80830535714284,3.0,Traditional Older Communities,"Postcodes with more residents aged 65 and over and a higher share of lower school completion, relative to the national postcode profile."
0840,0840,JB Hi-Fi,21.41107142857143,457.0,262.0,195.0,0.2141107142857143,359.1514035714286,3.0,Traditional Older Communities,"Postcodes with more residents aged 65 and over and a higher share of lower school completion, relative to the national postcode profile."
0840,0840,Kmart Australia,14.878035714285714,457.0,262.0,195.0,0.14878035714285714,389.00737678571426,3.0,Traditional Older Communities,"Postcodes with more residents aged 65 and over and a higher share of lower school completion, relative to the national postcode profile."
0840,0840,Menulog,18.381249999999998,457.0,262.0,195.0,0.1838125,372.99768750000004,3.0,Traditional Older Communities,"Postcodes with more residents aged 65 and over and a higher share of lower school completion, relative to the national postcode profile."
0840,0840,Qantas Airways,7.006785714285714,457.0,262.0,195.0,0.07006785714285714,424.9789892857143,3.0,Traditional Older Communities,"Postcodes with more residents aged 65 and over and a higher share of lower school completion, relative to the national postcode profile."
0840,0840,REA Group (realestate.com.au),15.058214285714286,457.0,262.0,195.0,0.15058214285714286,388.1839607142857,3.0,Traditional Older Communities,"Postcodes with more residents aged 65 and over and a higher share of lower school completion, relative to the national postcode profile."
0840,0840,Telstra Mobile,20.29357142857143,457.0,262.0,195.0,0.2029357142857143,364.2583785714285,3.0,Traditional Older Communities,"Postcodes with more residents aged 65 and over and a higher share of lower school completion, relative to the national postcode profile."
0840,0840,Toyota Australia,64.44875,457.0,262.0,195.0,0.6444875,162.4692125,3.0,Traditional Older Communities,"Postcodes with more residents aged 65 and over and a higher share of lower school completion, relative to the national postcode profile."
0840,0840,Woolworths,48.86678571428571,457.0,262.0,195.0,0.4886678571428571,233.67878928571432,3.0,Traditional Older Communities,"Postcodes with more residents aged 65 and over and a higher share of lower school completion, relative to the national postcode profile."
0841,0841,,,627.0,365.0,257.0,,,0.0,Midlife Household Areas,"Postcodes with more adults aged 45–64 and schooling levels close to the national average, relative to the national postcode profile."
0845,0845,Bunnings Warehouse,14.987857142857143,396.0,198.0,194.0,0.14987857142857142,336.64808571428574,4.0,Established Traditional Households,"Postcodes with more adults aged 45–64 and a higher share of lower school completion, relative to the national postcode profile."
0845,0845,Chemist Warehouse,12.051964285714286,396.0,198.0,194.0,0.12051964285714285,348.2742214285714,4.0,Established Traditional Households,"Postcodes with more adults aged 45–64 and a higher share of lower school completion, relative to the national postcode profile."
0845,0845,Commonwealth Bank,21.634464285714284,396.0,198.0,194.0,0.21634464285714283,310.32752142857146,4.0,Established Traditional Households,"Postcodes with more adults aged 45–64 and a higher share of lower school completion, relative to the national postcode profile."
0845,0845,Harvey Norman,23.95767857142857,396.0,198.0,194.0,0.2395767857142857,301.1275928571429,4.0,Established Traditional Households,"Postcodes with more adults aged 45–64 and a higher share of lower school completion, relative to the national postcode profile."
0845,0845,JB Hi-Fi,28.298928571428572,396.0,198.0,194.0,0.2829892857142857,283.9362428571429,4.0,Established Traditional Households,"Postcodes with more adults aged 45–64 and a higher share of lower school completion, relative to the national postcode profile."
0845,0845,Kmart Australia,14.873214285714285,396.0,198.0,194.0,0.14873214285714284,337.10207142857143,4.0,Established Traditional Households,"Postcodes with more adults aged 45–64 and a higher share of lower school completion, relative to the national postcode profile."
0845,0845,Menulog,6.998571428571429,396.0,198.0,194.0,0.06998571428571429,368.28565714285713,4.0,Established Traditional Households,"Postcodes with more adults aged 45–64 and a higher share of lower school completion, relative to the national postcode profile."
0845,0845,Qantas Airways,13.070714285714287,396.0,198.0,194.0,0.13070714285714286,344.2399714285714,4.0,Established Traditional Households,"Postcodes with more adults aged 45–64 and a higher share of lower school completion, relative to the national postcode profile."
0845,0845,REA Group (realestate.com.au),38.21178571428572,396.0,198.0,194.0,0.3821178571428572,244.68132857142857,4.0,Established Traditional Households,"Postcodes with more adults aged 45–64 and a higher share of lower school completion, relative to the national postcode profile."
0845,0845,Telstra Mobile,24.53969387755102,396.0,198.0,194.0,0.2453969387755102,298.822812244898,4.0,Established Traditional Households,"Postcodes with more adults aged 45–64 and a higher share of lower school completion, relative to the national postcode profile."
0845,0845,Toyota Australia,14.871071428571428,396.0,198.0,194.0,0.14871071428571428,337.11055714285715,4.0,Established Traditional Households,"Postcodes with more adults aged 45–64 and a higher share of lower school completion, relative to the national postcode profile."
0845,0845,Woolworths,14.930178571428572,396.0,198.0,194.0,0.1493017857142857,336.87649285714286,4.0,Established Traditional Households,"Postcodes with more adults aged 45–64 and a higher share of lower school completion, relative to the national postcode profile."
0846,0846,,,317.0,165.0,150.0,,,4.0,Established Traditional Households,"Postcodes with more adults aged 45–64 and a higher share of lower school completion, relative to the national postcode profile."
0847,0847,,,318.0,170.0,155.0,,,4.0,Established Traditional Households,"Postcodes with more adults aged 45–64 and a higher share of lower school completion, relative to the national postcode profile."
0850,0850,Bunnings Warehouse,14.975,7873.0,3983.0,3893.0,0.14975,6694.018249999999,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0850,0850,Chemist Warehouse,39.21214285714286,7873.0,3983.0,3893.0,0.39212142857142857,4785.827992857144,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0850,0850,Commonwealth Bank,37.019642857142856,7873.0,3983.0,3893.0,0.37019642857142854,4958.443517857143,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0850,0850,Harvey Norman,8.954642857142856,7873.0,3983.0,3893.0,0.08954642857142855,7168.000967857143,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0850,0850,JB Hi-Fi,25.05375,7873.0,3983.0,3893.0,0.2505375,5900.5182625,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0850,0850,Kmart Australia,57.066250000000004,7873.0,3983.0,3893.0,0.5706625000000001,3380.1741374999992,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0850,0850,Menulog,2.9257142857142857,7873.0,3983.0,3893.0,0.029257142857142857,7642.658514285714,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0850,0850,Qantas Airways,2.424285714285714,7873.0,3983.0,3893.0,0.02424285714285714,7682.135985714286,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0850,0850,REA Group (realestate.com.au),41.34607142857143,7873.0,3983.0,3893.0,0.4134607142857143,4617.823796428572,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0850,0850,Telstra Mobile,26.59275510204082,7873.0,3983.0,3893.0,0.2659275510204082,5779.352390816326,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0850,0850,Toyota Australia,15.109642857142857,7873.0,3983.0,3893.0,0.15109642857142858,6683.417817857143,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0850,0850,Woolworths,15.06607142857143,7873.0,3983.0,3893.0,0.1506607142857143,6686.848196428572,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0852,0852,,,8735.0,4485.0,4246.0,,,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0853,0853,,,850.0,466.0,381.0,,,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0854,0854,,,755.0,383.0,375.0,,,4.0,Established Traditional Households,"Postcodes with more adults aged 45–64 and a higher share of lower school completion, relative to the national postcode profile."
0860,0860,Bunnings Warehouse,72.16696428571429,3080.0,1567.0,1512.0,0.7216696428571429,857.2575,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0860,0860,Chemist Warehouse,32.00928571428572,3080.0,1567.0,1512.0,0.3200928571428572,2094.114,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0860,0860,Commonwealth Bank,29.134464285714284,3080.0,1567.0,1512.0,0.29134464285714284,2182.6585,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0860,0860,Harvey Norman,31.009821428571428,3080.0,1567.0,1512.0,0.31009821428571427,2124.8975,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0860,0860,JB Hi-Fi,11.36107142857143,3080.0,1567.0,1512.0,0.1136107142857143,2730.0789999999997,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0860,0860,Kmart Australia,53.495178571428575,3080.0,1567.0,1512.0,0.5349517857142857,1432.3485,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0860,0860,Menulog,14.665714285714285,3080.0,1567.0,1512.0,0.14665714285714285,2628.2960000000003,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0860,0860,Qantas Airways,10.213571428571429,3080.0,1567.0,1512.0,0.10213571428571429,2765.422,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0860,0860,REA Group (realestate.com.au),13.058392857142858,3080.0,1567.0,1512.0,0.1305839285714286,2677.8015,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0860,0860,Telstra Mobile,22.09265306122449,3080.0,1567.0,1512.0,0.22092653061224488,2399.5462857142857,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0860,0860,Toyota Australia,49.77839285714286,3080.0,1567.0,1512.0,0.4977839285714286,1546.8255,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0860,0860,Woolworths,35.267857142857146,3080.0,1567.0,1512.0,0.35267857142857145,1993.75,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0862,0862,,,715.0,393.0,323.0,,,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0870,0870,Bunnings Warehouse,14.984107142857143,20341.0,9908.0,10431.0,0.14984107142857142,17293.082766071428,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0870,0870,Chemist Warehouse,12.45142857142857,20341.0,9908.0,10431.0,0.1245142857142857,17808.254914285713,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0870,0870,Commonwealth Bank,10.164285714285715,20341.0,9908.0,10431.0,0.10164285714285715,18273.482642857143,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0870,0870,Harvey Norman,26.79375,20341.0,9908.0,10431.0,0.2679375,14890.883312500002,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0870,0870,JB Hi-Fi,18.60910714285714,20341.0,9908.0,10431.0,0.1860910714285714,16555.72151607143,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
0870,0870,Kmart Australia,15.032142857142857,20341.0,9908.0,10431.0,0.15032142857142858,17283.31182142857,1.0,Prime Working-Age Areas,"Postcodes with more adults aged 25–44 and schooling levels close to the national average, relative to the national postcode profile."
